timestamp,position,count,us_per_position
13949008,10029,1,68
13950172,10046,1,72
13951324,10062,1,68
13952492,10079,1,68
13953656,10096,1,68
13954820,10113,1,68
13955976,10130,1,73
13957144,10146,1,68
13958312,10163,1,68
13959476,10180,1,68
13960640,10197,1,72
13961796,10213,1,68
13962960,10230,1,72
13964116,10246,1,68
13965280,10263,1,68
13966452,10280,1,72
13967604,10296,1,68
13968768,10313,1,68
13969932,10330,1,68
13971096,10347,1,68
13972260,10364,1,72
13973416,10380,1,68
13974584,10397,1,68
13975752,10414,1,68
13976916,10431,1,68
13978080,10448,1,68
13979244,10465,1,68
13980408,10482,1,68
13981572,10499,1,68
13982740,10516,1,72
13983896,10532,1,68
13985060,10549,1,68
13986224,10566,1,68
13987388,10583,1,68
13988552,10600,1,72
13989708,10616,1,68
13990864,10633,1,73
13992032,10649,1,68
13993200,10666,1,68
13994364,10683,1,72
13995516,10699,1,68
13996684,10716,1,68
13997848,10733,1,68
13999004,10750,1,73
14000176,10766,1,68
14001340,10783,1,72
14002496,10799,1,68
14003660,10816,1,68
14004816,10833,1,72
14005980,10849,1,72
14007136,10865,1,65
14008312,10883,1,68
14009480,10900,1,72
14010636,10916,1,68
14011800,10933,1,72
14012956,10949,1,68
14014120,10966,1,68
14015288,10983,1,68
14016452,11000,1,72
14017612,11016,1,68
14018768,11033,1,68
14019940,11050,1,68
14021104,11067,1,72
14022260,11083,1,68
14023416,11100,1,72
14024580,11116,1,68
14025752,11133,1,68
14026920,11150,1,68
14028084,11167,1,72
14029240,11183,1,68
14030404,11200,1,72
14031560,11216,1,68
14032724,11233,1,68
14033888,11250,1,68
14035060,11267,1,72
14036216,11283,1,65
14037388,11301,1,72
14038544,11317,1,68
14039708,11334,1,68
14040872,11351,1,68
14042040,11368,1,68
14043212,11385,1,72
14044368,11401,1,68
14045532,11418,1,68
14046696,11435,1,68
14047860,11452,1,68
14049028,11469,1,68
14050192,11486,1,68
14051356,11503,1,72
14052520,11519,1,65
14053696,11537,1,72
14054852,11553,1,72
14056008,11569,1,68
14057172,11586,1,68
14058336,11603,1,68
14059500,11620,1,72
14060664,11636,1,68
14061828,11653,1,68
14062984,11670,1,72
14064148,11686,1,68
14065316,11703,1,68
14066480,11720,1,68
14067644,11737,1,72
14068808,11753,1,68
14069972,11770,1,68
14071136,11787,1,72
14072292,11803,1,68
14073460,11820,1,68
14074624,11837,1,68
14075792,11854,1,69
14076972,11871,1,72
14078132,11887,1,68
14079296,11904,1,68
14080464,11921,1,68
14081632,11938,1,68
14082796,11955,1,72
14083948,11971,1,68
14085112,11988,1,68
14086284,12005,1,68
14087448,12022,1,68
14088612,12039,1,77
14089768,12054,1,68
14090932,12071,1,68
14092096,12088,1,68
14093260,12105,1,72
14094420,12121,1,68
14095584,12138,1,68
14096748,12155,1,68
14097912,12172,1,68
14099076,12189,1,68
14100232,12206,1,72
14101396,12222,1,68
14102564,12239,1,68
14103732,12256,1,72
14104884,12272,1,68
14106052,12289,1,68
14107216,12306,1,68
14108380,12323,1,68
14109544,12340,1,72
14110696,12356,1,68
14111868,12373,1,68
14113032,12390,1,68
14114200,12407,1,68
14115364,12424,1,68
14116528,12441,1,72
14117684,12457,1,68
14118848,12474,1,68
14120020,12491,1,68
14121184,12508,1,72
14122340,12524,1,72
14123496,12540,1,68
14124660,12557,1,68
14125824,12574,1,68
14126988,12591,1,68
14128160,12608,1,72
14129316,12624,1,68
14130484,12641,1,68
14131648,12658,1,68
14132812,12675,1,68
14133976,12692,1,72
14135132,12708,1,72
14136288,12724,1,68
14137460,12741,1,68
14138624,12758,1,68
14139788,12775,1,68
14140956,12792,1,68
14142120,12809,1,72
14143276,12825,1,68
14144440,12842,1,68
14145608,12859,1,68
14146772,12876,1,72
14147924,12892,1,68
14149088,12909,1,72
14150240,12925,1,68
14151404,12942,1,68
14152568,12959,1,68
14153740,12976,1,68
14154904,12993,1,72
14156060,13009,1,68
14157224,13026,1,68
14158388,13043,1,68
14159552,13060,1,68
14160708,13077,1,72
14161872,13093,1,68
14163040,13110,1,72
14164196,13126,1,68
14165360,13143,1,68
14166524,13160,1,68
14167688,13177,1,72
14168844,13193,1,68
14170008,13210,1,68
14171180,13227,1,68
14172344,13244,1,68
14173500,13261,1,68
14174672,13278,1,72
14175828,13294,1,68
14176992,13311,1,68
14178148,13328,1,72
14179312,13344,1,65
14180492,13362,1,68
14181656,13379,1,68
14182824,13396,1,72
14183976,13412,1,68
14185140,13429,1,68
14186308,13446,1,68
14187472,13463,1,68
14188640,13480,1,72
14189796,13496,1,68
14190964,13513,1,72
14192116,13529,1,68
14193284,13546,1,68
14194448,13563,1,72
14195604,13579,1,68
14196772,13596,1,68
14197940,13613,1,68
14199104,13630,1,68
14200268,13647,1,72
14201424,13663,1,68
14202580,13680,1,72
14203744,13696,1,68
14204912,13713,1,72
14206072,13729,1,68
14207236,13746,1,65
14208412,13764,1,72
14209568,13780,1,68
14210732,13797,1,72
14211888,13813,1,68
14213052,13830,1,68
14214224,13847,1,68
14215392,13864,1,68
14216556,13881,1,72
14217712,13897,1,72
14218868,13913,1,65
14220040,13931,1,68
14221208,13948,1,73
14222380,13964,1,72
14223536,13980,1,68
14224700,13997,1,68
14225868,14014,1,68
14227032,14031,1,72
14228188,14047,1,68
14229352,14064,1,68
14230520,14081,1,72
14231684,14097,1,65
14232856,14115,1,68
14234012,14132,1,73
14235180,14148,1,68
14236344,14165,1,68
14237508,14182,1,68
14238672,14199,1,72
14239836,14215,1,68
14241004,14232,1,68
14242168,14249,1,72
14243324,14265,1,68
14244480,14282,1,68
14245652,14299,1,68
14246816,14316,1,68
14247988,14333,1,68
14249152,14350,1,68
14250320,14367,1,72
14251476,14383,1,68
14252640,14400,1,68
14253808,14417,1,68
14254972,14434,1,72
14256132,14450,1,68
14257300,14467,1,68
14258464,14484,1,68
14259628,14501,1,72
14260784,14517,1,68
14261948,14534,1,68
14263112,14551,1,72
14264268,14567,1,68
14265440,14584,1,68
14266604,14601,1,72
14267760,14617,1,72
14268916,14633,1,68
14270080,14650,1,68
14271248,14667,1,68
14272412,14684,1,68
14273584,14701,1,68
14274740,14718,1,69
14275916,14735,1,72
14277072,14751,1,68
14278236,14768,1,68
14279400,14785,1,68
14280568,14802,1,68
14281740,14819,1,68
14282904,14836,1,72
14284060,14852,1,68
14285224,14869,1,68
14286392,14886,1,65
14287564,14904,1,72
14288720,14920,1,72
14289876,14936,1,68
14291048,14953,1,68
14292212,14970,1,68
14293380,14987,1,72
14294536,15003,1,68
14295704,15020,1,72
14296860,15036,1,68
14298024,15053,1,68
14299196,15070,1,68
14300364,15087,1,72
14301520,15103,1,68
14302688,15120,1,68
14303852,15137,1,68
14305020,15154,1,72
14306176,15170,1,68
14307348,15187,1,68
14308516,15204,1,68
14309684,15221,1,72
14310840,15237,1,68
14312004,15254,1,68
14313172,15271,1,68
14314336,15288,1,68
14315504,15305,1,68
14316676,15322,1,68
14317844,15339,1,72
14319000,15355,1,68
14320168,15372,1,68
14321336,15389,1,72
14322492,15405,1,68
14323656,15422,1,68
14324828,15439,1,68
14325992,15456,1,72
14327148,15472,1,68
14328316,15489,1,72
14329472,15505,1,68
14330640,15522,1,68
14331804,15539,1,69
14332980,15556,1,72
14334136,15572,1,68
14335304,15589,1,68
14336472,15606,1,68
14337636,15623,1,68
14338800,15640,1,72
14339956,15656,1,68
14341120,15673,1,65
14342300,15691,1,72
14343452,15707,1,68
14344608,15724,1,72
14345772,15740,1,68
14346940,15757,1,68
14348104,15774,1,72
14349256,15790,1,68
14350428,15807,1,72
14351584,15823,1,68
14352748,15840,1,68
14353916,15857,1,68
14355080,15874,1,72
14356236,15890,1,68
14357400,15907,1,68
14358572,15924,1,68
14359740,15941,1,68
14360904,15958,1,68
14362072,15975,1,72
14363228,15991,1,68
14364392,16008,1,68
14365556,16025,1,72
14366712,16041,1,68
14367884,16058,1,68
14369048,16075,1,68
14370212,16092,1,68
14371376,16109,1,68
14372540,16126,1,72
14373696,16142,1,68
14374860,16159,1,68
14376032,16176,1,72
14377188,16192,1,68
14378352,16209,1,68
14379516,16226,1,68
14380680,16243,1,68
14381844,16260,1,68
14383008,16277,1,72
14384172,16293,1,72
14385328,16309,1,65
14386500,16327,1,68
14387668,16344,1,72
14388824,16360,1,72
14389976,16376,1,68
14391140,16393,1,68
14392308,16410,1,68
14393476,16427,1,72
14394636,16443,1,68
14395800,16460,1,68
14396964,16477,1,72
14398120,16493,1,65
14399296,16511,1,72
14400452,16527,1,68
14401624,16544,1,72
14402780,16560,1,68
14403940,16577,1,64
14405104,16595,1,72
14406268,16611,1,68
14407432,16628,1,68
14408600,16645,1,68
14409768,16662,1,72
14410924,16678,1,68
14412088,16695,1,68
14413252,16712,1,68
14414416,16729,1,72
14415568,16745,1,68
14416732,16762,1,72
14417888,16778,1,68
14419060,16795,1,68
14420224,16812,1,68
14421380,16829,1,72
14422544,16845,1,72
14423696,16861,1,68
14424860,16878,1,68
14426024,16895,1,68
14427192,16912,1,72
14428344,16928,1,68
14429512,16945,1,68
14430672,16962,1,72
14431828,16978,1,68
14432992,16995,1,68
14434156,17012,1,72
14435312,17028,1,68
14436480,17045,1,68
14437648,17062,1,68
14438808,17079,1,68
14439976,17096,1,72
14441128,17112,1,68
14442292,17129,1,68
14443456,17146,1,72
14444616,17162,1,64
14445780,17180,1,72
14446944,17196,1,65
14448116,17214,1,68
14449284,17231,1,72
14450436,17247,1,68
14451600,17264,1,68
14452772,17281,1,68
14453932,17298,1,68
14455088,17315,1,72
14456252,17331,1,72
14457416,17347,1,68
14458584,17364,1,68
14459748,17381,1,72
14460900,17397,1,68
14462072,17414,1,68
14463236,17431,1,68
14464404,17448,1,72
14465560,17464,1,68
14466720,17481,1,68
14467884,17498,1,68
14469040,17515,1,69
14470220,17532,1,67
14471372,17549,1,73
14472540,17565,1,68
14473696,17582,1,68
14474868,17599,1,72
14476024,17615,1,68
14477188,17632,1,68
14478360,17649,1,67
14479512,17666,1,68
14480680,17683,1,72
14481844,17699,1,68
14483008,17716,1,72
14484160,17732,1,68
14485324,17749,1,68
14486488,17766,1,68
14487660,17783,1,68
14488824,17800,1,72
14489980,17816,1,72
14491136,17832,1,64
14492300,17850,1,72
14493464,17866,1,68
14494628,17883,1,68
14495796,17900,1,72
14496952,17916,1,68
14498120,17933,1,68
14499284,17950,1,68
14500448,17967,1,68
14501612,17984,1,72
14502768,18000,1,68
14503932,18017,1,68
14505100,18034,1,68
14506264,18051,1,72
14507420,18067,1,68
14508584,18084,1,68
14509748,18101,1,72
14510904,18117,1,68
14512068,18134,1,65
14513248,18152,1,68
14514412,18169,1,68
14515580,18186,1,68
14516744,18203,1,72
14517896,18219,1,68
14519064,18236,1,68
14520228,18253,1,68
14521400,18270,1,72
14522556,18286,1,72
14523712,18302,1,68
14524876,18319,1,68
14526040,18336,1,68
14527208,18353,1,72
14528364,18369,1,68
14529528,18386,1,68
14530696,18403,1,72
14531852,18419,1,68
14533020,18436,1,68
14534184,18453,1,72
14535340,18469,1,68
14536504,18486,1,68
14537668,18503,1,68
14538840,18520,1,68
14540004,18537,1,68
14541172,18554,1,68
14542336,18571,1,72
14543492,18587,1,68
14544656,18604,1,72
14545812,18620,1,68
14546980,18637,1,68
14548148,18654,1,68
14549312,18671,1,68
14550476,18688,1,72
14551632,18704,1,68
14552796,18721,1,68
14553964,18738,1,68
14555128,18755,1,72
14556292,18771,1,68
14557456,18788,1,72
14558612,18804,1,68
14559780,18821,1,72
14560936,18837,1,68
14562100,18854,1,68
14563264,18871,1,72
14564428,18887,1,68
14565592,18904,1,68
14566756,18921,1,72
14567912,18937,1,68
14569076,18954,1,68
14570244,18971,1,68
14571408,18988,1,68
14572580,19005,1,72
14573736,19021,1,68
14574904,19038,1,68
14576068,19055,1,68
14577232,19072,1,72
14578388,19088,1,68
14579556,19105,1,65
14580732,19123,1,68
14581904,19140,1,68
14583068,19157,1,72
14584224,19173,1,68
14585392,19190,1,68
14586556,19207,1,68
14587724,19224,1,72
14588880,19240,1,68
14590040,19257,1,72
14591204,19273,1,65
14592380,19291,1,72
14593536,19307,1,68
14594696,19324,1,72
14595852,19340,1,68
14597016,19357,1,68
14598176,19374,1,69
14599352,19391,1,72
14600508,19407,1,68
14601664,19424,1,72
14602828,19440,1,68
14603992,19457,1,68
14605156,19474,1,72
14606312,19490,1,68
14607480,19507,1,68
14608648,19524,1,68
14609812,19541,1,68
14610976,19558,1,72
14612132,19574,1,68
14613296,19591,1,68
14614460,19608,1,68
14615632,19625,1,72
14616788,19641,1,68
14617952,19658,1,72
14619108,19674,1,65
14620284,19692,1,68
14621448,19709,1,72
14622604,19725,1,72
14623764,19741,1,68
14624932,19758,1,68
14626100,19775,1,68
14627264,19792,1,68
14628428,19809,1,72
14629584,19825,1,68
14630740,19842,1,72
14631904,19858,1,68
14633076,19875,1,68
14634244,19892,1,72
14635400,19908,1,68
14636564,19925,1,68
14637728,19942,1,68
14638896,19959,1,68
14640060,19976,1,68
14641232,19993,1,68
14642396,20010,1,72
14643556,20026,1,68
14644720,20043,1,68
14645884,20060,1,68
14647048,20077,1,68
14648212,20094,1,68
14649384,20111,1,68
14650548,20128,1,72
14651704,20144,1,68
14652872,20161,1,68
14654036,20178,1,68
14655200,20195,1,72
14656356,20211,1,68
14657524,20228,1,68
14658692,20245,1,68
14659848,20262,1,72
14661012,20278,1,68
14662176,20295,1,68
14663344,20312,1,72
14664500,20328,1,68
14665668,20345,1,68
14666836,20362,1,72
14667992,20378,1,72
14669148,20394,1,68
14670316,20411,1,68
14671480,20428,1,68
14672648,20445,1,68
14673804,20462,1,69
14674984,20479,1,68
14676148,20496,1,72
14677308,20512,1,68
14678472,20529,1,68
14679636,20546,1,68
14680800,20563,1,68
14681964,20580,1,72
14683120,20596,1,68
14684292,20613,1,72
14685448,20629,1,68
14686612,20646,1,65
14687784,20664,1,72
14688940,20680,1,72
14690096,20696,1,68
14691260,20713,1,68
14692432,20730,1,68
14693596,20747,1,72
14694756,20763,1,68
14695920,20780,1,72
14697076,20796,1,68
14698240,20813,1,68
14699408,20830,1,68
14700576,20847,1,68
14701732,20864,1,73
14702900,20880,1,68
14704064,20897,1,68
14705228,20914,1,68
14706384,20931,1,72
14707548,20947,1,68
14708716,20964,1,68
14709888,20981,1,72
14711044,20997,1,68
14712208,21014,1,68
14713372,21031,1,65
14714548,21049,1,72
14715704,21065,1,68
14716872,21082,1,68
14718044,21099,1,68
14719208,21116,1,68
14720376,21133,1,68
14721544,21150,1,72
14722696,21166,1,72
14723852,21182,1,64
14725016,21200,1,73
14726188,21216,1,68
14727352,21233,1,68
14728516,21250,1,72
14729672,21266,1,68
14730840,21283,1,68
14732004,21300,1,68
14733168,21317,1,72
14734324,21333,1,68
14735496,21350,1,72
14736652,21366,1,65
14737828,21384,1,72
14738980,21400,1,68
14740148,21417,1,68
14741312,21434,1,65
14742488,21452,1,72
14743652,21468,1,68
14744816,21485,1,72
14745972,21501,1,65
14747148,21519,1,72
14748304,21535,1,68
14749468,21552,1,72
14750620,21568,1,68
14751792,21585,1,68
14752956,21602,1,68
14754124,21619,1,68
14755288,21636,1,72
14756440,21652,1,72
14757596,21668,1,68
14758760,21685,1,68
14759924,21702,1,68
14761092,21719,1,72
14762248,21735,1,68
14763416,21752,1,72
14764568,21768,1,68
14765732,21785,1,68
14766896,21802,1,68
14768064,21819,1,68
14769224,21836,1,72
14770388,21852,1,68
14771552,21869,1,68
14772716,21886,1,68
14773880,21903,1,68
14775044,21920,1,72
14776200,21936,1,68
14777368,21953,1,68
14778536,21970,1,68
14779700,21987,1,68
14780864,22004,1,68
14782028,22021,1,68
14783192,22038,1,68
14784348,22055,1,73
14785516,22071,1,65
14786696,22089,1,72
14787852,22105,1,68
14789016,22122,1,72
14790172,22138,1,68
14791336,22155,1,68
14792500,22172,1,72
14793656,22188,1,68
14794828,22205,1,68
14795992,22222,1,68
14797156,22239,1,72
14798316,22255,1,68
14799480,22272,1,68
14800644,22289,1,72
14801808,22305,1,68
14802980,22322,1,68
14804144,22339,1,68
14805308,22356,1,72
14806464,22372,1,68
14807632,22389,1,65
14808804,22407,1,72
14809960,22423,1,68
14811124,22440,1,72
14812284,22456,1,68
14813448,22473,1,68
14814612,22490,1,68
14815776,22507,1,72
14816932,22523,1,72
14818088,22539,1,68
14819256,22556,1,68
14820424,22573,1,68
14821588,22590,1,72
14822744,22606,1,72
14823900,22622,1,68
14825064,22639,1,68
14826232,22656,1,72
14827384,22672,1,68
14828556,22689,1,68
14829724,22706,1,68
14830888,22723,1,72
14832044,22739,1,68
14833208,22756,1,68
14834372,22773,1,68
14835536,22790,1,72
14836692,22806,1,65
14837872,22824,1,72
14839028,22840,1,68
14840196,22857,1,68
14841360,22874,1,68
14842524,22891,1,68
14843692,22908,1,72
14844848,22924,1,68
14846020,22941,1,68
14847184,22958,1,68
14848352,22975,1,68
14849516,22992,1,68
14850672,23009,1,72
14851836,23025,1,68
14853000,23042,1,68
14854172,23059,1,68
14855336,23076,1,72
14856492,23092,1,72
14857648,23108,1,68
14858812,23125,1,68
14859976,23142,1,68
14861140,23159,1,72
14862296,23175,1,68
14863468,23192,1,67
14864620,23209,1,73
14865788,23225,1,68
14866952,23242,1,68
14868116,23259,1,72
14869272,23275,1,68
14870436,23292,1,68
14871608,23309,1,68
14872772,23326,1,68
14873936,23343,1,68
14875104,23360,1,72
14876260,23376,1,68
14877424,23393,1,68
14878580,23410,1,69
14879760,23427,1,72
14880916,23443,1,68
14882084,23460,1,68
14883248,23477,1,72
14884400,23493,1,68
14885564,23510,1,68
14886728,23527,1,68
14887896,23544,1,68
14889064,23561,1,71
14890212,23577,1,72
14891376,23593,1,68
14892544,23610,1,68
14893708,23627,1,68
14894872,23644,1,72
14896028,23660,1,69
14897204,23677,1,68
14898368,23694,1,68
14899532,23711,1,68
14900700,23728,1,72
14901852,23744,1,68
14903020,23761,1,68
14904184,23778,1,68
14905356,23795,1,68
14906520,23812,1,68
14907676,23829,1,68
14908844,23846,1,72
14910008,23862,1,72
14911164,23878,1,68
14912332,23895,1,68
14913496,23912,1,68
14914668,23929,1,68
14915832,23946,1,68
14917000,23963,1,68
14918164,23980,1,72
14919320,23996,1,65
14920496,24014,1,68
14921660,24031,1,72
14922824,24047,1,72
14923976,24063,1,68
14925144,24080,1,68
14926308,24097,1,72
14927464,24113,1,68
14928628,24130,1,72
14929784,24146,1,68
14930956,24163,1,68
14932120,24180,1,68
14933284,24197,1,72
14934440,24213,1,68
14935608,24230,1,68
14936772,24247,1,68
14937936,24264,1,68
14939092,24281,1,73
14940264,24297,1,65
14941440,24315,1,68
14942604,24332,1,72
14943760,24348,1,72
14944920,24364,1,68
14946084,24381,1,68
14947248,24398,1,68
14948420,24415,1,68
14949584,24432,1,72
14950740,24448,1,72
14951900,24464,1,68
14953064,24481,1,68
14954228,24498,1,68
14955392,24515,1,72
14956552,24531,1,68
14957720,24548,1,68
14958888,24565,1,68
14960052,24582,1,68
14961216,24599,1,72
14962372,24615,1,68
14963536,24632,1,72
14964692,24648,1,68
14965864,24665,1,65
14967040,24683,1,72
14968196,24699,1,68
14969360,24716,1,68
14970524,24733,1,68
14971692,24750,1,68
14972856,24767,1,68
14974020,24784,1,72
14975184,24800,1,68
14976352,24817,1,72
14977508,24833,1,68
14978672,24850,1,65
14979848,24868,1,68
14981012,24885,1,68
14982184,24902,1,68
14983348,24919,1,72
14984504,24935,1,68
14985672,24952,1,68
14986836,24969,1,68
14988004,24986,1,72
14989160,25002,1,72
14990312,25018,1,68
14991484,25035,1,68
14992652,25052,1,68
14993820,25069,1,72
14994972,25085,1,68
14996140,25102,1,68
14997304,25119,1,72
14998464,25135,1,68
14999636,25152,1,68
15000800,25169,1,72
15001956,25185,1,72
15003116,25201,1,64
15004280,25219,1,68
15005444,25236,1,73
15006612,25252,1,68
15007784,25269,1,68
15008952,25286,1,68
15010120,25303,1,68
15011284,25320,1,68
15012448,25337,1,68
15013616,25354,1,68
15014772,25371,1,73
15015944,25387,1,68
15017112,25404,1,72
15018268,25420,1,68
15019436,25437,1,68
15020600,25454,1,68
15021768,25471,1,72
15022928,25487,1,68
15024084,25504,1,69
15025268,25521,1,68
15026432,25538,1,72
15027592,25554,1,68
15028756,25571,1,68
15029924,25588,1,68
15031092,25605,1,72
15032248,25621,1,65
15033432,25639,1,68
15034588,25656,1,72
15035752,25672,1,68
15036916,25689,1,68
15038084,25706,1,68
15039248,25723,1,72
15040404,25739,1,68
15041576,25756,1,68
15042740,25773,1,68
15043904,25790,1,72
15045060,25806,1,68
15046224,25823,1,65
15047400,25841,1,68
15048556,25858,1,69
15049736,25875,1,72
15050892,25891,1,68
15052060,25908,1,68
15053224,25925,1,68
15054388,25942,1,72
15055544,25958,1,72
15056700,25974,1,68
15057864,25991,1,68
15059036,26008,1,72
15060192,26024,1,68
15061356,26041,1,72
15062512,26057,1,68
15063680,26074,1,68
15064844,26091,1,68
15066008,26108,1,68
15067180,26125,1,72
15068336,26141,1,68
15069504,26158,1,68
15070668,26175,1,68
15071832,26192,1,68
15073000,26209,1,72
15074160,26225,1,64
15075324,26243,1,73
15076496,26259,1,68
15077660,26276,1,72
15078816,26292,1,68
15079980,26309,1,68
15081144,26326,1,68
15082308,26343,1,68
15083472,26360,1,72
15084636,26376,1,68
15085800,26393,1,68
15086968,26410,1,68
15088132,26427,1,68
15089296,26444,1,72
15090452,26460,1,68
15091616,26477,1,68
15092788,26494,1,68
15093952,26511,1,72
15095108,26527,1,68
15096276,26544,1,68
15097432,26561,1,72
15098596,26577,1,65
15099772,26595,1,68
15100944,26612,1,72
15102100,26628,1,68
15103268,26645,1,68
15104432,26662,1,68
15105600,26679,1,72
15106752,26695,1,68
15107916,26712,1,68
15109084,26729,1,72
15110244,26745,1,68
15111412,26762,1,68
15112576,26779,1,68
15113744,26796,1,68
15114908,26813,1,68
15116072,26830,1,72
15117228,26846,1,68
15118400,26863,1,72
15119556,26879,1,65
15120732,26897,1,72
15121888,26913,1,72
15123044,26929,1,72
15124200,26945,1,68
15125364,26962,1,65
15126536,26980,1,72
15127700,26996,1,72
15128856,27012,1,68
15130024,27029,1,68
15131188,27046,1,72
15132344,27062,1,68
15133512,27079,1,68
15134676,27096,1,72
15135840,27112,1,68
15137008,27129,1,65
15138184,27147,1,68
15139348,27164,1,72
15140504,27180,1,68
15141672,27197,1,68
15142836,27214,1,72
15144000,27230,1,68
15145168,27247,1,68
15146324,27264,1,72
15147488,27280,1,68
15148656,27297,1,68
15149820,27314,1,68
15150988,27331,1,72
15152148,27347,1,68
15153316,27364,1,68
15154484,27381,1,68
15155648,27398,1,72
15156808,27414,1,68
15157972,27431,1,68
15159136,27448,1,68
15160300,27465,1,68
15161472,27482,1,72
15162632,27498,1,68
15163796,27515,1,68
15164960,27532,1,68
15166128,27549,1,72
15167284,27565,1,68
15168448,27582,1,68
15169620,27599,1,68
15170784,27616,1,72
15171940,27632,1,68
15173108,27649,1,68
15174272,27666,1,68
15175440,27683,1,68
15176604,27700,1,72
15177768,27716,1,68
15178932,27733,1,65
15180108,27751,1,68
15181276,27768,1,72
15182432,27784,1,68
15183596,27801,1,68
15184764,27818,1,72
15185924,27834,1,65
15187100,27852,1,68
15188268,27869,1,72
15189424,27885,1,72
15190580,27901,1,68
15191748,27918,1,64
15192916,27936,1,72
15194080,27952,1,72
15195244,27968,1,68
15196412,27985,1,68
15197580,28002,1,72
15198736,28018,1,68
15199904,28035,1,68
15201068,28052,1,72
15202224,28068,1,68
15203388,28085,1,68
15204552,28102,1,68
15205720,28119,1,72
15206884,28135,1,68
15208052,28152,1,68
15209216,28169,1,68
15210372,28186,1,73
15211544,28202,1,68
15212708,28219,1,68
15213872,28236,1,68
15215040,28253,1,72
15216196,28269,1,68
15217360,28286,1,68
15218516,28303,1,69
15219692,28320,1,68
15220864,28337,1,68
15222028,28354,1,72
15223184,28370,1,68
15224352,28387,1,68
15225516,28404,1,72
15226672,28420,1,68
15227840,28437,1,68
15229012,28454,1,72
15230168,28470,1,68
15231336,28487,1,68
15232500,28504,1,72
15233660,28520,1,68
15234824,28537,1,72
15235980,28553,1,65
15237160,28571,1,68
15238328,28588,1,72
15239484,28604,1,68
15240648,28621,1,68
15241812,28638,1,72
15242968,28654,1,72
15244124,28670,1,72
15245280,28686,1,72
15246444,28702,1,76
15247592,28717,1,76
15248736,28732,1,76
15249876,28747,1,88
15251024,28760,1,93
15252144,28772,1,95
15253292,28784,1,101
15254408,28795,1,98
15255592,28807,1,121
15256688,28816,1,128
15257840,28825,1,128
15258992,28834,1,161
15260124,28841,1,161
15261256,28848,1,187
15262380,28854,1,186
15263500,28860,1,223
15264616,28865,1,223
15265732,28870,1,224
15266852,28875,1,281
15267976,28879,1,368
15269080,28882,1,369
15270188,28885,1,368
15271292,28888,1,548
15272388,28890,1,548
15273484,28892,1,548
15274580,28894,1,548
15275676,28896,1,542
15276760,28898,1,548
15277856,28900,1,558
15278972,28902,1,554
15280080,28904,1,1104
15281184,28905,1,1128
15282312,28906,1,1132
15283444,28907,1,1128
15284572,28908,1,1128
15285700,28909,1,1132
15286832,28910,1,1128
15287960,28911,1,1124
15289084,28912,1,1140
15290224,28913,1,1148
15291372,28914,126,3168
15294540,28915,295,5928
15300468,28916,86,2600
15303068,28917,22,1516
15304584,28918,1,1164
15305748,28919,1,1132
15306880,28920,1,1132
15308012,28921,246,-5076
15313088,28920,346,6772
15319860,28921,1,1212
15321072,28922,1,289
15322228,28926,1,277
15323336,28930,1,224
15324460,28935,1,368
15325564,28938,1,369
15326672,28941,1,548
15327768,28943,1,548
15328864,28945,1,369
15329972,28948,1,368
15331076,28951,1,277
15332184,28955,1,161
15333316,28962,1,163
15334460,28969,1,128
15335612,28978,1,116
15336772,28988,1,113
15337908,28998,1,117
15339080,29008,1,104
15340228,29019,1,98
15341408,29031,1,87
15342548,29044,1,81
15343692,29058,1,76
15344840,29073,1,81
15345980,29087,1,76
15347128,29102,1,76
15348276,29117,1,72
15349436,29133,1,76
15350584,29148,1,76
15351732,29163,1,73
15352900,29179,1,72
15354056,29195,1,72
15355216,29211,1,72
15356372,29227,1,72
15357532,29243,1,68
15358700,29260,1,72
15359856,29276,1,69
15361032,29293,1,68
15362204,29310,1,72
15363356,29326,1,72
15364512,29342,1,68
15365676,29359,1,68
15366832,29376,1,72
15367996,29392,1,72
15369152,29408,1,68
15370324,29425,1,72
15371480,29441,1,72
15372636,29457,1,65
15373808,29475,1,72
15374964,29491,1,68
15376128,29508,1,72
15377284,29524,1,68
15378456,29541,1,68
15379620,29558,1,72
15380776,29574,1,68
15381940,29591,1,68
15383108,29608,1,68
15384272,29625,1,72
15385428,29641,1,68
15386592,29658,1,68
15387764,29675,1,68
15388932,29692,1,68
15390096,29709,1,68
15391260,29726,1,72
15392416,29742,1,68
15393584,29759,1,68
15394748,29776,1,68
15395920,29793,1,72
15397076,29809,1,72
15398232,29825,1,68
15399396,29842,1,68
15400564,29859,1,68
15401728,29876,1,72
15402884,29892,1,68
15404056,29909,1,68
15405220,29926,1,68
15406388,29943,1,68
15407552,29960,1,72
15408708,29976,1,72
15409864,29992,1,68
15411028,30009,1,68
15412196,30026,1,68
15413368,30043,1,68
15414532,30060,1,68
15415700,30077,1,68
15416864,30094,1,68
15418028,30111,1,68
15419196,30128,1,72
15420352,30144,1,68
15421524,30161,1,68
15422688,30178,1,68
15423856,30195,1,72
15425012,30211,1,68
15426176,30228,1,68
15427344,30245,1,68
15428508,30262,1,68
15429680,30279,1,72
15430836,30295,1,68
15432004,30312,1,68
15433168,30329,1,68
15434332,30346,1,72
15435492,30362,1,68
15436656,30379,1,68
15437828,30396,1,68
15438996,30413,1,68
15440164,30430,1,68
